0,ling4
粘附,nim1 fu6
精於,zing1 jyu1
精煉,zing1 lin6
精研,zing1 jin4
精神出軌,zing1 san4 ceot1 gwai2
精簡,zing1 gaan2
精練,zing1 lin6
精製,zing1 zai3
精通,zing1 tung1
精進,zing1 zeon3
精選,zing1 syun2
糅,nau6
糅,jau6
糅,nau2
糅,jau2
糊口,wu4 hau2
糅合,jau4 hap6
糊嘴,wu4 zeoi2
糅雜,nau6 zaap6
糜爛,mei4 laan6
糜爛,mai4 laan6
糟質,zou1 zat1
糟踐,zou1 cin5
糟蹋,zou1 daap6
糴,dek6
糴米,dek6 mai5
糶,tiu3
糶米,tiu3 mai5
糶糴,tiu3 dek6
系列化,hai6 lit6 faa3
糾,gau2
糾,dau2
糾偏,gau2 pin1
糾合,gau2 hap6
糾合,dau2 hap6
糾正,gau2 zing3
糾正,dau2 zing3
糾正,dau2 zeng3
糾結,gau2 git3
糾結,dau2 git3
糾纏,gau2 cin4
糾纏,dau2 cin4
糾錯,gau2 co3
糾集,gau2 zaap6
糾風,gau2 fung1
紆,jyu1
紉,jan6
紉,jan4
約分,joek3 fan6
約制,joek3 zai3
約摸,joek3 mok2
紀檢,gei2 gim2
約炮,joek3 paau3
紅燒,hung4 siu1
紅眼,hung4 ngaan5
紅腫,hung4 zung2
約莫,joek3 mok2
約見,joek3 gin3
約談,joek3 taam4
納,naap6
紎,zi1
紓,syu1
索K,sok3 kei1
索債,sok3 zaai3
索償,saak3 soeng4
索償,sok3 soeng4
納入,naap6 jap6
索取,saak3 ceoi2
索取,sok3 ceoi2
紛呈,fan1 cing4
索命,sok3 ming6
紓困,syu1 kwan3
納妾,naap6 cip3
索居,sok3 geoi1
純屬,seon4 suk6
納悶,naap6 mun6
索求,sok3 kau4
納涼,naap6 loeng4
純淨,seon4 zing6
純潔,seon4 git3
納稅,naap6 seoi3
納稅人,naap6 seoi3 jan4
納稅者,naap6 seoi3 ze2
紓緩,syu1 wun6
紓緩,syu1 wun4
紡績,fong2 zik1
紡織,fong2 zik1
索要,saak3 jiu3
紓解,syu1 gaai2
納貢,naap6 gung3
索賄,sok3 kui2
索賠,saak3 pui4
索賠,sok3 pui4
紋身,man4 san1
納順,naap6 seon6
紛飛,fan1 fei1
素餐,sou3 caan1
紩,zat6
紮,zaat3
紹,siu6
紾,can2
紾,zan2
絀,zyut3
累人累物,leoi6 jan4 leoi6 mat6
紹介,siu6 gaai3
絆倒,bun6 dou2
細分,sai3 fan1
累及,leoi6 kap6
細品,sai3 ban2
組團,zou2 tyun4
組字,zou2 zi6
紮寨,zaat3 zaai6
組建,zou2 gin3
終止,zung1 zi2
累死,leoi6 sei2
紮營,zaat3 jing4
細看,sai3 hon3
累積,leoi6 zik1
細究,sai3 gau3
紮紮跳,zaat3 zaat3 tiu3
終結,zung1 git3
終老,zung1 lou5
紮職,zaat3 zik1
細聽,sai3 ting1
紮腳,zaat3 goek3
累街坊,leoi6 gaai1 fong1
組裝,zou2 zong1
累計,leoi5 gai3
組詞,zou2 ci4
細語,sai3 jyu5
細說,sai3 syut3
紮鐵,zaat3 tit3
組隊,zou2 deoi6
組隊,zou2 deoi2
絎,hong4
絓,gwaa3
絓,waa6
絕,zyut6
絕,zyut3
絢,hyun3
絢,seon1
絣,bang1
絣,maang1
統,tung2
統一,tung2 jat1
結了,git3 liu5
給予,kap1 jyu5
結交,git3 gaau1
絕交,zyut6 gaau1
結仇,git3 sau4
給以,kap1 ji5
結伴,git3 bun6
結伴,git3 pun5
絕倒,zyut6 dou2
結冰,git3 bing1
絞刑,gaau2 jing4
結匯,git3 wui6
絕口,zyut6 hau2
絮叨,seoi5 dou1
統合,tung2 hap6
結塊,git3 faai3
結夥,git3 fo2
結婚,git3 fan1
結實,git3 sat6
結彩,git3 coi2
絕後,zyut6 hau6
統御,tung2 jyu6
結怨,git3 jyun3
結恭,git3 gung1
絕情,zyut6 cing4
結成,git3 sing4
結拜,git3 baai3
統括,tung2 kut3
統攝,tung2 sip3
統攬,tung2 laam5
結數,git3 sou3
絕望,zyut6 mong6
結束,git3 cuk1
結案,git3 on3
結業,git3 jip6
結歡,git3 fun1
絞死,gaau2 sei2
絞殺,gaau2 saat3
統治,tung2 zi6
結清,git3 cing1
絕滅,zyut6 mit6
結煞,git3 saat3
絕版,zyut6 baan2
統率,tung2 seot1
結疤,git3 baa1
結痂,git3 gaa1
結盟,git3 mang4
結社,git3 se5
絕種,zyut6 zung2
結算,git3 syun3
統籌,tung2 cau4
絞索,gaau2 sok3
結紮,git3 zaat3
結緣,git3 jyun4
絞縊,gaau2 ai3
結縭,git3 lei4
結繩,git3 sing4
絕纓,zyut6 jing1
絮聒,seoi5 kut3
絞肚痛,gaau2 tou5 tung3
給與,kap1 jyu5
結舌,git3 sit3
結託,git3 tok3
結識,git3 sik1
統讀,tung2 duk6
結賬,git3 zoeng3
絕跡,zyut6 zik1
統轄,tung2 hat6
絕配,zyut6 pui3
結隊,git3 deoi6
結集,git3 zaap6
絕非,zyut6 fei1
絕食,zyut6 sik6
結髮,git3 faat3
結黨,git3 dong2
綁,bong2
經不起,ging1 bat1 hei2
經世,ging1 sai3
經久,ging1 gau2
經事,ging1 si6
經停,ging1 ting4
經受,ging1 sau6
經售,ging1 sau6
經商,ging1 soeng1
經國,ging1 gwok3
綁定,bong2 ding6
綏定,seoi1 ding6
綏寧,seoi1 ning4
經得起,ging1 dak1 hei2
經心,ging1 sam1
經手,ging1 sau2
綁架,bong2 gaa3
經營,ging1 jing4
經痛,ging1 tung3
綁票,bong2 piu3
經管,ging1 gun2
綁紮,bong2 zaat3
經銷,ging1 siu1
綏靖,seoi1 zing6
䋰,guk6
綠,luk6
綣,hyun2
綣,hyun3
綰,waan2
綰,waan5
綴,zeoi3
綴,zeoi6
緔,soeng5
綿亙,min4 gang2
維修,wai4 sau1
綠化,luk6 faa3
綜合,zung3 hap6
綜合,zung1 hap6
綴合,zeoi3 hap6
綴字,zeoi3 zi6
綿延,min4 jin4
綣戀,hyun3 lyun2
緊扣,gan2 kau3
綜括,zung3 kut3
維持,wai4 ci4
維持生活,wai4 ci4 sang1 wut6
緊接,gan2 zip3
緊握,gan2 ngak1
綻放,zaan6 fong3
維新,wai4 san1
網暴,mong5 bou6
維權,wai4 kyun4
維生,wai4 sang1
綢繆,cau4 mau4
緊繃,gan2 bang1
維繫,wai4 hai6
綿聯,min4 lyun4
綜計,zung3 gai3
緊記,gan2 gei3
維護,wai4 wu6
緊貼,gan2 tip3
網購,mong5 kau3
網購,mong5 gau3
緊跟,gan2 gan1
緊逼,gan2 bik1
緊閉,gan2 bai3
綻開,zaan6 hoi1
緝,cap1
締,dai3
締,tai3
締,dai6
緩,wun6
緩,wun4
締交,dai3 gaau1
締交,tai3 gaau1
締交,dai6 gaau1
緝兇,cap1 hung1
練功,lin6 gung1
編印,pin1 jan3
緩和,wun6 wo4
練字,lin6 zi6
編寫,pin1 se2
練就,lin6 zau6
編年,pin1 nin4
緬懷,min5 waai4
編成,pin1 sing4
練手,lin6 sau2
緝拿,cap1 naa4
緝捕,cap1 bou6
編排,pin1 paai4
編撰,pin1 zaan6
編撰,pin1 zaan3
編曲,pin1 kuk1
編更,pin1 gaang1
緩期,wun6 kei4
緝查,cap1 caa4
緩步,wun6 bou6
練武,lin6 mou5
緝毒,cap1 duk6
練波,lin6 bo1
緝獲,cap1 wok6
編班,pin1 baan1
緝私,cap1 si1
締約,dai3 joek3
編組,pin1 zou2
締結,dai3 git3
締結,dai6 git3
締結,tai3 git3
編結,pin1 git3
編織,pin1 zik1
編纂,pin1 zyun2
練舞,lin6 mou5
緩衝,wun6 cung1
緩衝,wun4 cung1
編製,pin1 zai3
緩解,wun6 gaai2
緩解,wun4 gaai2
編訂,pin1 deng6
締造,tai3 zou6
締造,dai3 zou6
締造,dai6 zou6
編造,pin1 zou6
編遣,pin1 hin2
編選,pin1 syun2
編錄,pin1 luk6
編髮,pin1 faat3
緘默,gaam1 mak6
䌈,taap3
縊,ai3
縒,ci1
縖,hat6
縛,bok3
縛,bok6
縛,fok3
縛,fok6
縝密,can2 mat6
縊死,ai3 sei2
縊殺,ai3 saat3
縈紆,jing4 jyu1
縈繞,jing4 jiu2
縈繞,jing4 jiu5
縊頸,ai3 geng2
縮,suk1
縱,zung3
縶,zap1
總,zung2
繅,sou1
縱令,zung3 ling6
繁化,faan4 faa3
縮印,suk1 jan3
縫合,fung4 hap6
總合,zung2 hap6
縱壞,zung3 waai6
縱容,zung3 jung4
縮小,suk1 siu2
總得,zung2 dak1
縱情,zung3 cing4
縮手,suk1 sau2
總括,zung2 kut3
總攬,zung2 laam5
總攻,zung2 gung1
縷析,leoi5 sik1
繁榮,faan4 wing4
縱欲,zung3 juk6
繁殖,faan4 zik6
縮水,suk1 seoi2
縮沙,suk1 saa1
縮減,suk1 gaam2
縱火,zung3 fo2
縮略,suk1 loek6
縮皮,suk1 pei2
縮短,suk1 dyun2
縫紉,fung4 jan6
繅絲,sou1 si1
縫綴,fung4 zeoi3
縮緊,suk1 gan2
繃緊,maang1 gan2
縮編,suk1 pin1
縹緲,piu1 miu5
縹緲,piu5 miu5
縫縫補補,fung4 fung4 bou2 bou2
繁育,faan4 juk6
繃臉,maang1 lim5
縱臾,zung2 jung5
縱虎歸山,zung3 fu2 gwai1 saan1
繁衍,faan4 jin2
縫補,fung4 bou2
縫製,fung4 zai3
縱覽,zung3 laam5
縱觀,zung3 gun1
總計,zung2 gai3
縱談,zung3 taam4
縱論,zung3 leon6
縱貫,zung1 gun3
縱身,zung3 san1
縱酒,zung1 zau2
縫針,fung6 zam1
縮骨,suk1 gwat1
織,zik1
繕,sin6
繚,liu4
繞,jiu2
繞,jiu5
繕寫,sin6 se2
繞彎子,jiu5 waan1 zi2
繕發,sin6 faat3
繚繞,liu4 jiu2
繚繞,liu4 jiu5
繡花,sau3 faa1
織蓆,zik1 zik6
繞行,jiu2 hang4
繞行,jiu5 hang4
繞路,jiu5 lou6
繞過,jiu5 gwo3
繞道,jiu2 dou6
繞道,jiu5 dou6
繫,hai6
繹,jik6
繳交,giu2 gaau1
繳付,giu2 fu6
繫念,hai6 nim6
繳械,giu2 haai6
繳槍,giu2 coeng1
繫獄,hai6 juk6
繳獲,giu2 wok6
繳稅,giu2 seoi3
繳納,giu2 naap6
繪製,kui2 zai3
繳費,giu2 fai3
繼,gai3
繼位,gai3 wai6
纂修,zyun2 sau1
繼往開來,gai3 wong5 hoi1 loi4
繼承,gai3 sing4
繼統,gai3 tung2
纏,cin4
纏,zin6
續任,zuk6 jam6
續借,zuk6 ze3
續假,zuk6 gaa3
續命,zuk6 ming6
纏手,cin4 sau2
纏擾,cin4 jiu2
纏擾,cin4 jiu5
續杯,zuk6 bui1
續種,zuk6 zung2
續簽,zuk6 cim1
續約,zuk6 joek3
纏累,cin4 leoi6
纏繞,cin4 jiu2
纏繞,cin4 jiu5
纏腳,zin6 goek3
纏腳,cin4 goek3
續航,zuk6 hong4
續費,zuk6 fai3
纏足,cin4 zuk1
纖維化,cim1 wai4 faa3
纘,zyun2
缹,fau2
缺乏,kyut3 fat6
缺勤,kyut3 kan4
缺如,kyut3 jyu4
缺少,kyut3 siu2
缺席,kyut3 zik6
缺心眼,kyut3 sam1 ngaan5
缺氧,kyut3 joeng5
缺糧,kyut3 loeng4
缺血,kyut3 hyut3
缺課,kyut3 fo3
缺貨,kyut3 fo3
缺陣,kyut3 zan6
缺頁,kyut3 jip6
罄,hing3
罔,mong5
罕有,hon2 jau5
罔顧,mong5 gu3
罥,gyun3
罨,jim2
置,zi3
置信,zi3 seon3
置備,zi3 bei6
置喙,zi3 fui3
罩子,zaau3 zi2
罪己,zeoi6 gei2
置換,zi3 wun6
置放,zi3 fong3
置業,zi3 jip6
署理,cyu5 lei5
置疑,zi3 ji4
置裝,zi3 zong1
置評,zi3 ping4
置身,zi3 san1
置辦,zi3 baan6
置辯,zi3 bin6
置頂,zi3 deng2
罰企,fat6 kei5
罰抄,fat6 caau1
罰球,fat6 kau4
罰站,fat6 zaam6
罰錢,fat6 cin2
罵,maa6
罵人,maa6 jan4
罷休,baa6 jau1
罷免,baa6 min5
罷兵,baa6 bing1
罷官,baa6 gun1
罷就,baa6 zau6
罷工,baa6 gung1
罷市,baa6 si5
罷手,baa6 sau2
罷教,baa6 gaau3
罷演,baa6 jin2
罷演,baa6 jin5
罵街,maa6 gaai1
罷課,baa6 fo3
罷賽,baa6 coi3
罷黜,baa6 zyut6
罹患,lei4 waan6
罹病,lei4 beng6
罹難,lei4 naan6
䍤,zaai1
羅列,lo4 lit6
羅織,lo4 zik1
羅致,lo4 zi3
羅鍋,lo4 wo1
羈勒,gei1 lak6
羈押,gei1 aat3
羈旅,gei1 leoi5
羈留,gei1 lau4
羈縻,gei1 mei4
美化,mei5 faa3
美圖,mei5 tou4
美容,mei5 jung4
美白,mei5 baak6
美言,mei5 jin4
羞人,sau1 jan4
羞赧,sau1 naan5
群埋,kwan4 maai4
羨嫉恨,sin6 zat6 han6
群居,kwan4 geoi1
羨慕,sin6 mou6
群發,kwan4 faat3
群聚,kwan4 zeoi6
義診,ji6 can2
群起,kwan4 hei2
群集,kwan4 zaap6
羼,caan3
羼,caan2
羼水,caan3 seoi2
羼雜,caan3 zaap6
羽化,jyu5 faa3
翀,cung1
翃,wang4
習字,zaap6 zi6
習武,zaap6 mou5
習用,zaap6 jung6
習見,zaap6 gin3
翔,coeng4
翕,jap1
翦,zin2
翪,zung1
翫,wun6
翫,waan4
翦滅,zin2 mit6
翦除,zin2 ceoi4
翱翔,ngou6 coeng4
翱翔,ngou4 coeng4
翻,faan1
翻供,faan1 gung1
翻修,faan1 sau1
翻倍,faan1 pui5
翻側,faan1 zak1
翻動,faan1 dung6
翻印,faan1 jan3
翻天,faan1 tin1
翹尾巴,kiu4 mei5 baa1
翻弄,faan1 lung6
翻悔,faan1 fui3
翻拍,faan1 paak3
翻新,faan1 san1
翻本,faan1 bun2
翻案,faan1 on3
翻湧,faan1 jung2
翻滾,faan1 gwan2
翻炒,faan1 caau2
翻牆,faan1 coeng4
翹班,kiu4 baan1
翻班,faan1 baan1
翻生,faan1 saang1
翻白眼,faan1 baak6 ngaan5
翻盤,faan1 pun4
翻筋斗,faan1 gan1 dau2
翹腳,kiu5 goek3
翻臉,faan1 lim5
翻船,faan1 syun4
翻草,faan1 cou2
翻蓋,faan1 goi3
翻覆,faan1 fuk1
翹課,kiu4 fo3
翻越,faan1 jyut6
翻跟斗,faan1 gan1 dau2
翻跟頭,faan1 gan1 tau4
翻身,faan1 san1
翻車,faan1 ce1
翻轉,faan1 zyun3
翹辮子,kiu4 bin1 zi2
翻錄,faan1 luk6
翻開,faan1 hoi1
翻閱,faan1 jyut6
翻風,faan1 fung1
翹首,kiu4 sau2
考上,haau2 soeng5
考中,haau2 zung3
老作,lou5 zok3
考入,haau2 jap6
老化,lou5 faa3
考取,haau2 ceoi2
老吹,lou5 ceoi1
考察,haau2 caat3
老屈,lou5 wat1
老強,lou5 koeng2
考慮,haau2 leoi6
考據,haau2 geoi3
考核,haau2 hat6
考牌,haau2 paai4
考研,haau2 jin4
老笠,lou5 lap1
考級,haau2 kap1
考訂,haau2 ding3
考評,haau2 ping4
考證,haau2 zing3
考車,haau2 ce1
考車牌,haau2 ce1 paai4
考釋,haau2 sik1
考量,haau2 loeng4
考驗,haau2 jim6
老點,lou5 dim2
而言,ji4 jin4
耍,saa2
耎,jyun5
耍冧,saa3 lam1
耍刀,saa2 dou1
耐受,noi6 sau6
耍嘴皮,saa2 zeoi2 pei4
耍嘴皮子,saa2 zeoi2 pei4 zi2
耍太極,saa2 taai3 gik6
耍奸,saa2 gaan1
耍寶,saa2 bou2
耍弄,saa2 lung6
耍心眼兒,saa2 sam1 ngaan5 ji4
耍手擰頭,saa2 sau2 ning6 tau2
耍滑,saa2 waat6
耍滑頭,saa2 waat6 tau4
耍無賴,saa2 mou4 laai2
耍獅,saa2 si1
耍獅子,saa2 si1 zi2
耍笑,saa2 siu3
耍筆桿,saa2 bat1 gon1
耍脾氣,saa2 pei4 hei3
耍花招,saa2 faa1 ziu1
耍花槍,saa2 faa1 coeng1
耍花腔,saa2 faa1 hong1
耐藥,noi6 joek6
耍貧嘴,saa2 pan4 zeoi2
耍賴,saa2 laai6
耍錢,saa2 cin4
耍鬧,saa2 naau6
耔,zi2
耕,gaang1
耕,gang1
耘,wan4
耕作,gaang1 zok3
耙地,baa3 dei6
耗油,hou3 jau4
耗盡,hou3 zeon6
耗神,hou3 san4
耕種,gaang1 zung3
耗竭,hou3 kit3
耕耘,gaang1 wan4
耗資,hou3 zi1
耦合,ngau5 hap6
耪,pong5
耭,gei1
耳聞,ji5 man4
耿,gang2
耿,gwing2
耽擱,daam1 gok3
耽溺,daam1 nik6
耽誤,daam1 ng6
聆,ling4
聊,liu4
聊天,liu4 tin1
聊得來,liu4 dak1 loi4
聊生,liu4 sang1
聊聊,liu4 liu4
聆聽,ling4 ting3
聆聽,ling4 ting1
聆訊,ling4 seon3
聆賞,ling4 soeng2
聊賴,liu4 laai6
聒耳,kut3 ji5
聘,ping3
聘任,ping3 jam6
聘牧,ping3 muk6
聘用,ping3 jung6
聘請,ping3 cing2
聞到,man4 dou2
聞名,man6 ming4
聚攏,zeoi6 lung5
聚散,zeoi6 saan3
聚斂,zeoi6 lim5
聚焦,zeoi6 ziu1
聚積,zeoi6 zik1
聞說,man4 syut3
聚變,zeoi6 bin3
聚賭,zeoi6 dou2
聞道,man4 dou6
聚集,zeoi6 zaap6
聚頭,zeoi6 tau4
聞風而動,man4 fung1 ji4 dung6
聚首,zeoi6 sau2
聚齊,zeoi6 cai4
聳,sung2
聯動,lyun4 dung6
聳動,sung2 dung6
聯合,lyun4 hap6
聯名,lyun4 meng2
聯姻,lyun4 jan1
聲張,sing1 zoeng1
聯手,lyun4 sau2
聲押,sing1 aat3
聯接,lyun4 zip3
聲援,sing1 wun4
聯歡,lyun4 fun1
聲稱,sing1 cing1
聯立,lyun4 lap6
聯立,lyun4 laap6
聳立,sung2 lap6
聳立,sung2 laap6
聯結,lyun4 git3
聳肩,sung2 gin1
聯袂,lyun4 mai6
聲言,sing1 jin4
聲討,sing1 tou2
聲說,sing1 syut3
聯誼,lyun4 ji4
聯誼,lyun4 ji6
聲請,sing1 cing2
聯貫,lyun4 gun3
聲辯,sing1 bin6
聯通,lyun4 tung1
聶,nip6
聽不懂,ting3 bat1 dung2
聽不懂,ting1 bat1 dung2
聽不懂,teng1 bat1 dung2
聽不見,ting1 bat1 gin3
聽任,ting3 jam6
聽來,ting1 loi4
聽候,ting1 hau6
聽取,ting1 ceoi2
聽取,ting3 ceoi2
聽命,ting1 ming6
聽命,ting3 ming6
聽唔明,teng1 m4 ming4
聽審,teng1 sam2
聽審,ting1 sam2
聽審,ting3 sam2
聽寫,ting1 se2
聽寫,ting3 se2
聽寫,teng1 se2
聽從,ting1 cung4
聽得懂,ting3 dak1 dung2
聽得懂,ting1 dak1 dung2
聽得懂,teng1 dak1 dung2
聽得見,teng1 dak1 gin3
聽得見,ting1 dak1 gin3
聽得見,ting3 dak1 gin3
聽憑,ting3 pang4
聽懂,ting3 dung2
聽懂,ting1 dung2
聽懂,teng1 dung2
聽政,ting1 zing3
聽教,ting1 gaau3
聽教,teng1 gaau3
聽書,teng1 syu1
聾聵,lung4 kui2
聽見,teng1 gin3
聽見,ting1 gin3
聽見,ting3 gin3
聽見話,teng1 gin3 waa6
聽訟,ting3 zung6
聽診,teng1 can2
聽診,teng1 zan2
聽話,teng1 waa6
聽課,teng1 fo3
聽課,ting1 fo3
聽講,teng1 gong2
聽講,ting1 gong2
聽講,ting3 gong2
聽證,ting1 zing3
聽起來,ting1 hei2 loi4
聽起來,teng1 hei2 loi4
聽錯,teng1 co3
聽電話,teng1 din6 waa2
肅,suk1
肄業,ji6 jip6
肄業,si3 jip6
肅清,suk1 cing1
肅立,suk1 laap6
肆虐,si3 joek6
肆行,si3 hang4
肇,siu6
肇事,siu6 si6
肇基,siu6 gei1
肇始,siu6 ci2
肇禍,siu6 wo6
肉搏,juk6 bok3
肉痛,juk6 tung3
肉赤,juk6 cek3
肏,cou3
肏,caau2
肏,caau3
肏屄,caau3 bei1
肛交,gong1 gaau1
肚屙,tou5 o1
肚瀉,tou5 se3
肚痛,tou5 tung3
肝衰,gon1 seoi1
肝衰竭,gon1 seoi1 kit3
䏔,naau2
育,juk6
育,juk1
育人,juk6 jan4
育兒,juk6 ji4
育嬰,juk6 jing1
育才,juk6 coi4
育種,juk6 zung2
肥育,fei4 juk6
育肥,juk6 fei4
育苗,juk6 miu4
肢解,zi1 gaai2
肩負,gin1 fu6
背井離鄉,bui3 zeng2 lei4 hoeng1
胎位不正,toi1 wai6 bat1 zing3
胎位不正,toi1 wai2 bat1 zing3
胡來,wu4 loi4
胎動,toi1 dung6
背包袱,bui3 baau1 fuk6
胡化,wu4 faa3
背叛,bui3 bun6
胡吹,wu4 ceoi1
背對,bui3 deoi3
背對背,bui3 deoi3 bui3
胡思亂想,wu4 si1 lyun6 soeng2
背手,bui6 sau2
胡扯,wu4 ce2
胡搞,wu4 gaau2
胡攪,wu4 gaau2
胎教,toi1 gaau3
背書,bui6 syu1
背棄,bui3 hei3
背榜,bui3 bong2
胡為,wu4 wai4
背約,bui3 joek3
背誦,bui6 zung6
背負,bui3 fu6
背離,bui3 lei4
背靠背,bui3 kaau3 bui3
背風,bui3 fung1
胡鬧,wu4 naau6
背黑鍋,bui3 hak1 wo1
胮,pong1
胹,ji4
能夠,nang4 gau3
脅從,hip3 cung4
胸悶,hung1 mun6
胳肢,gaak3 zi1
脅迫,hip3 bik1
脅迫,hip3 baak1
脫,tyut3
脫位,tyut3 wai6
脫俗,tyut3 zuk6
脫光,tyut3 gwong1
脫光光,tyut3 gwong1 gwong1
脫出,tyut3 ceot1
脫北,tyut3 bak1
脫卡,tyut3 kaa1
脫去,tyut3 heoi3
脫口,tyut3 hau2
脫單,tyut3 daan1
脫困,tyut3 kwan3
脫垂,tyut3 seoi4
脫手,tyut3 sau2
脫掉,tyut3 diu6
脫敏,tyut3 man5
脫期,tyut3 kei4
脫歐,tyut3 au1
脫殖,tyut3 zik6
脫毒,tyut3 duk6
脫毛,tyut3 mou4
脫水,tyut3 seoi2
脫漏,tyut3 lau6
脫班,tyut3 baan1
脫產,tyut3 caan2
脫皮,tyut3 pei4
脫盲,tyut3 maang4
脫稿,tyut3 gou2
脫節,tyut3 zit3
脫粒,tyut3 lap1
脫線,tyut3 sin3
脫罪,tyut3 zeoi6
脫羽,tyut3 jyu5
脫肛,tyut3 gong1
脫胎,tyut3 toi1
脫脂,tyut3 zi1
脫臼,tyut3 kau5
脫色,tyut3 sik1
脫落,tyut3 lok6
脫衣,tyut3 ji1
脫衫,tyut3 saam1
脫褲,tyut3 fu3
脫貧,tyut3 pan4
脫身,tyut3 san1
脫軌,tyut3 gwai2
脫逃,tyut3 tou4
脫鉤,tyut3 ngau1
脫銷,tyut3 siu1
脫險,tyut3 him2
脫離,tyut3 lei4
脫靶,tyut3 baa2
脫鞋,tyut3 haai4
脫鹽,tyut3 jim4
脹,zoeng3
腕力,wun2 lik6
腐化,fu6 faa3
腐壞,fu6 waai6
腐朽,fu6 nau2
腐爛,fu6 laan6
腎虛,san6 heoi1
腎虧,san6 kwai1
腐蝕,fu6 sik6
腎衰,san6 seoi1
腎衰竭,san6 seoi1 kit3
腫,zung2
腫大,zung2 daai6
腦子進水,nou5 zi2 zeon3 seoi2
腰斬,jiu1 zaam2
腸斷,coeng4 dyun6
腹水,fuk1 seoi2
腹瀉,fuk1 se3
腫脹,zung2 zoeng3
腹脹,fuk1 zoeng3
腦補,nou5 bou2
腹誹,fuk1 fei2
腺鼠疫,sin3 syu2 jik6
䐱,zak6
膗,ceoi4
膗,saai4
膜拜,mou4 baai3
膠著,gaau1 zoek6
膨,paang4
膭,gwai1
膨大,paang4 daai6
膨脹,paang4 zoeng3
臊,sou1
膽寒,daam2 hon4
臆想,jik1 soeng2
膽敢,daam2 gam2
臆測,jik1 cak1
臉紅,lim5 hung4
臚,lou4
臚列,lou4 lit6
臣事,san4 si6
臣服,san4 fuk6
臥倒,ngo6 dou2
臥病,ngo6 beng6
臥軌,ngo6 gwai2
臦,gwong3
臨到,lam4 dou3
臨危,lam4 ngai4
臨場,lam4 coeng4
臨川,lam4 cyun1
臨帖,lam4 tip2
臨幸,lam4 hang6
臨床,lam4 cong4
臨死,lam4 sei2
臨海,lam4 hoi2
臨產,lam4 caan2
臨盆,lam4 pun4
臨睡,lam4 seoi6
臨終,lam4 zung1
臨蓐,lam4 juk6
臨街,lam4 gaai1
臨近,lam4 gan6
臨陣,lam4 zan6
臨難,lam4 naan6
臨頭,lam4 tau4
自主,zi6 zyu2
自介,zi6 gaai3
自作孽,zi6 zok3 jip6
自作孽,zi6 zok3 jit6
自供,zi6 gung1
自便,zi6 bin2
自保,zi6 bou2
自修,zi6 sau1
自備,zi6 bei6
自傷,zi6 soeng1
自分,zi6 fan1
自刎,zi6 man5
自剄,zi6 ging2
自創,zi6 cong3
自助遊,zi6 zo6 jau4
自勉,zi6 min5
自動化,zi6 dung6 faa3
自命,zi6 ming6
自問,zi6 man6
自問自答,zi6 man6 zi6 daap3
自嗨,zi6 haai1
自嘲,zi6 zaau1
自娛,zi6 jyu4
自學,zi6 hok6
自宮,zi6 gung1
自封,zi6 fung1
自居,zi6 geoi1
自已,zi6 ji5
自帶,zi6 daai3
自帶BGM,zi6 daai3 bi1 zi1 em1
自強,zi6 koeng4
自得,zi6 dak1
自恃,zi6 ci5
自慰,zi6 wai3
自憐,zi6 lin4
自戀,zi6 lyun2
自我介紹,zi6 ngo5 gaai3 siu6
自我反省,zi6 ngo5 faan2 sing2
自我批評,zi6 ngo5 pai1 ping4
自戕,zi6 coeng4
自打,zi6 daa2
自找,zi6 zaau2
自把自為,zi6 baa2 zi6 wai4
自拔,zi6 bat6
自持,zi6 ci4
自掏腰包,zi6 tou4 jiu1 baau1
自摸,zi6 mo1
自救,zi6 gau3
自斃,zi6 bai6
自新,zi6 san1
自欺,zi6 hei1
自殺,zi6 saat3
自決,zi6 kyut3
自治,zi6 zi6
自流,zi6 lau4
自淫,zi6 jam4
自瀆,zi6 duk6
自然醒,zi6 jin4 seng2
自燃,zi6 jin4
自爆,zi6 baau3
自理,zi6 lei5
自由化,zi6 jau4 faa3
自由活動,zi6 jau4 wut6 dung6
自癒,zi6 jyu6
自盡,zi6 zeon6
自省,zi6 sing2
自矜,zi6 ging1
自知,zi6 zi1
自視,zi6 si6
自立,zi6 lap6
自立,zi6 laap6
自絕,zi6 zyut6
自給,zi6 kap1
自經,zi6 ging1
自縊,zi6 ai3
自習,zi6 zaap6
自膠,zi6 gaau1
自薦,zi6 zin3
自衛,zi6 wai6
自裁,zi6 coi4
自製,zi6 zai3
自覺,zi6 gok3
自言自語,zi6 jin4 zi6 jyu5
自訂,zi6 ding3
自詡,zi6 heoi2
自誇,zi6 kwaa1
自認,zi6 jing6
自警,zi6 ging2
自負,zi6 fu6
自責,zi6 zaak3
自足,zi6 zuk1
自適,zi6 sik1
自量,zi6 loeng6
自閉,zi6 bai3
自願,zi6 jyun6
自食其力,zi6 sik6 kei4 lik6
自食其果,zi6 sik6 kei4 gwo2
自餒,zi6 neoi5
自首,zi6 sau2
自駕,zi6 gaa3
自駕遊,zi6 gaa3 jau4
臭朵,cau3 do2
臭罵,cau3 maa6
至於,zi3 jyu1
致以,zi3 ji5
致使,zi3 si2
致使,zi3 sai2
致函,zi3 haam4
致力,zi3 lik6
致命,zi3 ming6
致哀,zi3 oi1
致富,zi3 fu3
致意,zi3 ji3
致敬,zi3 ging3
